activity_set,name,note
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Mesquite Generating Station - Block 1 (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Mesquite Generating Station - Block 2 (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Mesquite Generating Station - Block 2 (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Mesquite Generating Station - Block 2 (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Navajo Generating Station (AZ), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Navajo Generating Station (AZ), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Navajo Generating Station (AZ), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, North Loop Generating Station (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, North Loop Generating Station (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, North Loop Generating Station (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Ocotillo (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Ocotillo (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Ocotillo (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Red Hawk Power Station CC Natural Gas (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Red Hawk Power Station CC Natural Gas (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Red Hawk Power Station CC Natural Gas (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Saguaro (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Saguaro (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Saguaro (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Santan Generating Station (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Santan Generating Station (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Santan Generating Station (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, South Point Energy Center (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, South Point Energy Center (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, South Point Energy Center (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Springerville Generating Station (AZ), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Springerville Generating Station (AZ), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Springerville Generating Station (AZ), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Stotz Southern Generation (AZ), Electricity generation, Primary Fuel: Digester Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Stotz Southern Generation (AZ), Electricity generation, Primary Fuel: Digester Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Stotz Southern Generation (AZ), Electricity generation, Primary Fuel: Digester Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Sundance (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Sundance (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Sundance (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Valencia Power Plant (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Valencia Power Plant (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Valencia Power Plant (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, West Phoenix (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, West Phoenix (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, West Phoenix (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Yucca (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Yucca (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Yucca (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Yuma Cogen Associates (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Yuma Cogen Associates (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Arizona, Yuma Cogen Associates (AZ), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, California Tribal, Desert View Power (CA Tribal), Electricity generation, Primary fuel: Biomass",
 direct      ,"Electricity Generation (Imports), Specified Imports, California Tribal, Desert View Power (CA Tribal), Electricity generation, Primary fuel: Biomass",
 direct      ,"Electricity Generation (Imports), Specified Imports, California Tribal, Desert View Power (CA Tribal), Electricity generation, Primary fuel: Biomass",
 direct      ,"Electricity Generation (Imports), Specified Imports, Canada, Armstrong Woodwaste Cogeneration (CAN), Electricity generation, Primary fuel: Biomass",
 direct      ,"Electricity Generation (Imports), Specified Imports, Canada, Armstrong Woodwaste Cogeneration (CAN), Electricity generation, Primary fuel: Biomass",
 direct      ,"Electricity Generation (Imports), Specified Imports, Canada, Armstrong Woodwaste Cogeneration (CAN), Electricity generation, Primary fuel: Biomass",
 direct      ,"Electricity Generation (Imports), Specified Imports, Canada, Powell River Generation (Catalyst Paper) (CAN), Electricity generation, Primary fuel: Biomass",
 direct      ,"Electricity Generation (Imports), Specified Imports, Canada, Powell River Generation (Catalyst Paper) (CAN), Electricity generation, Primary fuel: Biomass",
 direct      ,"Electricity Generation (Imports), Specified Imports, Canada, Prince George Pulp & Paper (CAN), Electricity generation, Primary fuel: Biomass",
 direct      ,"Electricity Generation (Imports), Specified Imports, Canada, Prince George Pulp & Paper (CAN), Electricity generation, Primary fuel: Biomass",
 direct      ,"Electricity Generation (Imports), Specified Imports, Canada, Prince George Pulp & Paper (CAN), Electricity generation, Primary fuel: Biomass",
 direct      ,"Electricity Generation (Imports), Specified Imports, Colorado, Craig (CO), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Colorado, Craig (CO), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Colorado, Craig (CO), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Colorado, Rawhide Unit (CO), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Colorado, Rawhide Unit (CO), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Colorado, Rawhide Unit (CO), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Idaho, Bennett Mountain Power (ID), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Idaho, Bennett Mountain Power (ID), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Idaho, Bennett Mountain Power (ID), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Idaho, Big Sky Dairy Digester (ID), Electricity generation, Primary fuel: Biomass",
 direct      ,"Electricity Generation (Imports), Specified Imports, Idaho, Big Sky Dairy Digester (ID), Electricity generation, Primary fuel: Biomass",
 direct      ,"Electricity Generation (Imports), Specified Imports, Idaho, Clearwater Paper Corp. - Lewiston (ID), Electricity generation, Primary fuel: Biomass",
 direct      ,"Electricity Generation (Imports), Specified Imports, Idaho, Clearwater Paper Corp. - Lewiston (ID), Electricity generation, Primary fuel: Biomass",
 direct      ,"Electricity Generation (Imports), Specified Imports, Idaho, Clearwater Paper Corp. - Lewiston (ID), Electricity generation, Primary fuel: Biomass",
 direct      ,"Electricity Generation (Imports), Specified Imports, Idaho, Evander Andrews Power Complex (ID), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Idaho, Evander Andrews Power Complex (ID), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Idaho, Evander Andrews Power Complex (ID), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Idaho, Kettle Butte Dairy Biofactory [Digester Gas] (ID), Electricity generation, Digester gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Idaho, Kettle Butte Dairy Biofactory [Digester Gas] (ID), Electricity generation, Digester gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Idaho, Kettle Butte Dairy Biofactory [Digester Gas] (ID), Electricity generation, Digester gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Idaho, Lancaster (ID), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Idaho, Lancaster (ID), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Idaho, Lancaster (ID), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Idaho, Langley Gulch Power Plant (ID), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Idaho, Langley Gulch Power Plant (ID), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Idaho, Langley Gulch Power Plant (ID), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Idaho, Rathdrum (ID), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Idaho, Rathdrum (ID), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Idaho, Rathdrum (ID), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Idaho, Rock Creek Dairy (New Energy One) (ID), Electricity generation, Primary Fuel: Digester Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Idaho, Rock Creek Dairy (New Energy One) (ID), Electricity generation, Primary Fuel: Digester Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Mexico, La Rosita Power Project (MEX), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Mexico, La Rosita Power Project (MEX), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Mexico, La Rosita Power Project (MEX), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Mexico, Termoelectrica de Mexicali (MEX), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Mexico, Termoelectrica de Mexicali (MEX), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Mexico, Termoelectrica de Mexicali (MEX), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Montana, Centennial Hardin (MT), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Montana, Centennial Hardin (MT), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Montana, Centennial Hardin (MT), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Montana, Colstrip (MT), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Montana, Colstrip (MT), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Montana, Colstrip (MT), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Multi-Jurisdictional, PacifiCorp (MJRP), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Multi-Jurisdictional, PacifiCorp (MJRP), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Multi-Jurisdictional, PacifiCorp (MJRP), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nebraska, Whelan Energy Center (NE), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nebraska, Whelan Energy Center (NE), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nebraska, Whelan Energy Center (NE), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Apex Generating Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Apex Generating Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Apex Generating Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Chuck Lenzie Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Chuck Lenzie Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Chuck Lenzie Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Clark Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Clark Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Clark Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Desert Star Energy Center (fka Eldorado Energy) (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Desert Star Energy Center (fka Eldorado Energy) (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Desert Star Energy Center (fka Eldorado Energy) (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Fort Churchill Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Fort Churchill Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Fort Churchill Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Frank Tracy Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Frank Tracy Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Frank Tracy Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Harry Allen Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Harry Allen Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Harry Allen Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Higgins Generating Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Higgins Generating Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Higgins Generating Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Las Vegas Generating Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Las Vegas Generating Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Las Vegas Generating Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Mohave (NV), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Mohave (NV), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Mohave (NV), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Reid Gardner Station (NV), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Reid Gardner Station (NV), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Reid Gardner Station (NV), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Silverhawk Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Silverhawk Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Silverhawk Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Steamboat Hills Geothermal (NV), Electricity generation, Primarily Geothermal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Sun Peak Generating Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Sun Peak Generating Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Sun Peak Generating Station (NV), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, Terra-Gen Dixie Valley (NV), Electricity generation, Primarily Geothermal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, TS Power Plant (NV), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, TS Power Plant (NV), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Nevada, TS Power Plant (NV), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, Afton Generating Station (NM), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, Afton Generating Station (NM), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, Afton Generating Station (NM), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, Four Corners Power Plant (NM), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, Four Corners Power Plant (NM), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, Four Corners Power Plant (NM), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, La Luz Generating Station (NM), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, La Luz Generating Station (NM), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, La Luz Generating Station (NM), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, Lordsburg Generating Station (NM), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, Lordsburg Generating Station (NM), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, Lordsburg Generating Station (NM), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, Luna Energy Facility (NM), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, Luna Energy Facility (NM), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, Luna Energy Facility (NM), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, Reeves Generating Station (NM), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, Reeves Generating Station (NM), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, Reeves Generating Station (NM), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, Rio Bravo Generating Station (NM), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, Rio Bravo Generating Station (NM), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, Rio Bravo Generating Station (NM), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, San Juan (NM), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, San Juan (NM), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, San Juan (NM), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, Valencia Energy Center (NM), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, Valencia Energy Center (NM), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, New Mexico, Valencia Energy Center (NM), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Beaver (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Beaver (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Beaver (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Boardman Power Plant (OR), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Boardman Power Plant (OR), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Boardman Power Plant (OR), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Carty Generating Station (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Carty Generating Station (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Carty Generating Station (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Coyote Springs I (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Coyote Springs I (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Coyote Springs I (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Coyote Springs II (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Coyote Springs II (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Coyote Springs II (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Hermiston (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Hermiston (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Hermiston (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Hermiston Power (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Hermiston Power (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Hermiston Power (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Klamath Expansion Project (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Klamath Expansion Project (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Klamath Expansion Project (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Klamath Falls Cogen (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Klamath Falls Cogen (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Klamath Falls Cogen (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Port Westward 1 (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Port Westward 1 (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Port Westward 1 (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Port Westward 2 (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Port Westward 2 (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Port Westward 2 (OR), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Oregon, Seneca Sustainability Energy (OR), Electricity generation, Primary fuel: Biomass",
